name,title,agency,acronym,division_path,phone,phone_2,division_phone,fax,address,city,state,zip,section,vacant,name_source,other_source_name
Rubin Varghese,"Assistant Commissioner, Safety & Emissions",Taxi & Limousine Commission,TLC,Uniformed Services Bureau,(718) 267-4598,,(718) 267-4500,,24-55 B.Q.E. West Service Rd.,Woodside,NY,11377,City,,Green Book,
Andrew Bradford,Director,Teachers' Retirement System,,,(212) 612-5614,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Dina Simon,Chief Human Resources Officer,Teachers' Retirement System,,,(212) 612-5425,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Kavita Kanwar,Director,Teachers' Retirement System,,,(212) 612-5481,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Marek Tyskiewicz,Chief Actuary,Teachers' Retirement System,,,(212) 312-0112,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Natarajan Krishnamoorthy,Director,Teachers' Retirement System,,,(212) 612-5623,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Nilufer Satic,FOIL Officer,Teachers' Retirement System,,,(212) 612-4036,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Paul J. Raucci,Chief Accountant,Teachers' Retirement System,,,(212) 612-5505,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Valerie Budzik,Director,Teachers' Retirement System,,,(212) 612-5414,,,,55 Water St.,New York,NY,10041,City,,Green Book,
David Womack,Chief Executive Officer,"Transitional Finance Authority, NYC",TFA,,(212) 788-5872,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Kemraj Narine,Deputy Comptroller,"Transitional Finance Authority, NYC",TFA,,(212) 788-6017,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Nameca Sharma,Accounting Manager,"Transitional Finance Authority, NYC",TFA,,(212) 788-6016,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
David Womack,Comptroller,"Transitional Finance Authority, NYC",TFA,,(212) 788-6041,,,,255 Greenwich St.,New York,NY,10007,City,,governance dataset,Raymond Lee
Benjamin Graham,"Assistant Commissioner, Equal Employment Opportunity, Diversity & Inclusion",Transportation,DOT,,(212) 839-6603,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Ryan Lynch,Chief of Staff,Transportation,DOT,,(212) 839-6413,,,(212) 839-6490,55 Water St.,New York,NY,10041,City,,Green Book,
Nancy Carolan,ACCO / Assistant Commissioner,Transportation,DOT,Office of the Executive Deputy Commissioner > Agency Chief Contracting Office,(212) 839-9292,,,(212) 839-4241,55 Water St.,New York,NY,10041,City,,Green Book,
Peggy Valentine,"Acting Director, Small Purchasing",Transportation,DOT,Office of the Executive Deputy Commissioner > Agency Chief Contracting Office,(212) 839-7294,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Vivian Valdez,"Director, Contract Management",Transportation,DOT,Office of the Executive Deputy Commissioner > Agency Chief Contracting Office,(212) 839-9431,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Rogene Livermon,"Director, Audit",Transportation,DOT,Office of the Executive Deputy Commissioner > Audit Bureau,(212) 839-4410,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Tanya Pandya P.E.,"Executive Director, BQE/Design Build/Emergency Contracts",Transportation,DOT,Office of the First Deputy Commissioner > Division of Bridges > BQE/Design Build/Emergency Contracts,,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Aram Weitzman,"Executive Director, Budget Administration",Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Budget & Capital Program Management > Budget,(212) 839-6946,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Jay Jaber P.E.,Assistant Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Bureau of Permit Management & Construction Control-Office of Construction Mitigation & Coordination (OCMC),(212) 839-9635,(212) 839-2949,,(212) 839-8970,55 Water St.,New York,NY,10041,City,,Green Book,
Joannene Kidder,Chief of Staff/Executive Director Community Affairs,Transportation,DOT,Office of the First Deputy Commissioner > Division of Bridges,(212) 839-6304,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Paul Schwartz P.E.,Acting Deputy Commissioner & Chief Bridge Officer,Transportation,DOT,Office of the First Deputy Commissioner > Division of Bridges,(212) 839-6300,,,,55 Water St.,New York,NY,10041,City,,Green Book,
"Janice M. Stroughter, Esq.",Deputy Commissioner,Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Human Resources & Facilities Management,(212) 839-9490,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Leon W. Heyward,Deputy Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management,(212) 839-4300,,,(212) 839-4232,55 Water St.,New York,NY,10041,City,,Green Book,
John Garvey,Chief Operating Officer,Transportation,DOT,Office of the First Deputy Commissioner > Division of Staten Island Ferry,(212) 839-3099,,(212) 839-3061,,55 Water St.,New York,NY,10041,City,,Green Book,
Eric Beaton,Deputy Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Transportation Planning & Management,(212) 839-6697,,,(212) 839-7188,55 Water St.,New York,NY,10041,City,,Green Book,
(vacant),Deputy Chief Engineer,Transportation,DOT,Office of the First Deputy Commissioner > Division of Bridges > Engineering Review & Support Bureau,(212) 839-4040,,,,55 Water St.,New York,NY,10041,City,yes,Green Book,
Vincent Maniscalco,Assistant Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management > Highway Inspection and Quality Assurance (HIQA) & Street Assessment/Newsracks,(212) 839-8847,,,(212) 839-8867,55 Water St.,New York,NY,10041,City,,Green Book,
Helene Holloway,"Director, Personnel & Payroll",Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Human Resources & Facilities Management > Human Resources,(212) 839-4384,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Bernice Yella,"Director, Newsstands & Bikes in Buildings",Transportation,DOT,Division of Legal Affairs > Office of Cityscape & Franchises,(212) 839-6447,,(212) 839-6550,,55 Water St.,New York,NY,10041,City,,Green Book,
Edward Schnell,"Director, Revocable Consents & Security Infrastructure",Transportation,DOT,Division of Legal Affairs > Office of Cityscape & Franchises,(212) 839-6552,,(212) 839-6550,,55 Water St.,New York,NY,10041,City,,Green Book,
John Frost,"Executive Director, Bike Share & Shared Mobility",Transportation,DOT,Division of Legal Affairs > Office of Cityscape & Franchises,(212) 839-4476,,(212) 839-6550,,55 Water St.,New York,NY,10041,City,,Green Book,
John Schneider,"Director, Operations, Coordinated Street Furniture Franchise",Transportation,DOT,Division of Legal Affairs > Office of Cityscape & Franchises,(212) 839-4482,,(212) 839-6550,,55 Water St.,New York,NY,10041,City,,Green Book,
Rachel Frumin,"Director, Concessions & Franchises",Transportation,DOT,Division of Legal Affairs > Office of Cityscape & Franchises,(646) 586-5787,,(212) 839-6550,,55 Water St.,New York,NY,10041,City,,Green Book,
Sharita Hunter,Assistant Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management > Office of Emergency Response,(718) 433-3367,(212) 839-4338,,,28-11 Queens Plz. North,Long Island City,NY,11101,City,,Green Book,
Kedari P. Reddy,Senior Executive Director,Transportation,DOT,Division of Legal Affairs > Office of Environmental Compliance Assessment,(212) 839-6533,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Eric Dorcean,"Associate Deputy Commissioner, Fleet Services",Transportation,DOT,Office of the First Deputy Commissioner > Office of Fleet Services,(212) 839-2550,,,(212) 839-2922,55 Water St.,New York,NY,10041,City,,Green Book,
Paul Ochoa,Executive Deputy Commissioner,Transportation,DOT,Office of the Executive Deputy Commissioner,(212) 839-6938,,,(212) 839-6490,55 Water St.,New York,NY,10041,City,,Green Book,
Margaret Forgione,First Deputy Commissioner,Transportation,DOT,Office of the First Deputy Commissioner,(212) 839-6403,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Irma Mahadeo,"Chief of Staff/Executive Director, Operational Reviews",Transportation,DOT,Office of the First Deputy Commissioner > Division of Traffic Operations > Parking Operations,(212) 839-3264,,(718) 433-3100,(718) 482-1437,55 Water St.,New York,NY,10041,City,,Green Book,
Michael Marsico P.E.,"Assistant Commissioner, Parking Operations, Planning & Analysis",Transportation,DOT,Office of the First Deputy Commissioner > Division of Traffic Operations > Parking Operations,(212) 839-6672,,(718) 433-3100,(212) 839-7188,55 Water St.,New York,NY,10041,City,,Green Book,
"Rosa Rijos P.E. LEEP AP, ENV SP",Associate Deputy Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management > Pedestrian Ramp Program,(212) 839-4262,,,(212) 839-4232,55 Water St.,New York,NY,10041,City,,Green Book,
Nick Benson,Deputy Commissioner/Chief Communications Officer,Transportation,DOT,Office of the Chief Strategy Officer > Press Office,(212) 839-4855,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Keith Scott,"Executive Director, Finance & Administration",Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Human Resources & Facilities Management > Security/Facilities Management,(212) 839-8917,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Sara Marks,"Director, Intergovernmental Affairs",Youth and Community Development,DYCD,,(646) 343-6734,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Richard Milano,"Assistant Commissioner, Security/Facilities Management",Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Human Resources & Facilities Management > Security/Facilities Management,(212) 839-4398,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Sakai Brown,"Executive Director for Facilities, Construction and Maintenance",Transportation,DOT,Office of the Executive Deputy Commissioner > Division of Human Resources & Facilities Management > Security/Facilities Management,(212) 839-8909,,,,55 Water St.,New York,NY,10041,City,,Green Book,
(vacant),Associate Deputy Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management > Sidewalk Management Citywide Concrete Program,(212) 839-4294,,,(212) 839-4232,55 Water St.,New York,NY,10041,City,yes,Green Book,
Jorge Ortiz,"Vice President, Controller",United Nations Development Corporation,UNDC,Corporate Officers,,,,,2 United Nations Plaza,New York,NY,10017,City,,Green Book,
Loida Diaz de Jesus,Vice President,United Nations Development Corporation,UNDC,Corporate Officers,,,,,2 United Nations Plaza,New York,NY,10017,City,,Green Book,
"Robert Cole, Sr.",Executive Vice President & General Counsel,United Nations Development Corporation,UNDC,Corporate Officers,,,,,2 United Nations Plaza,New York,NY,10017,City,,Green Book,
Yesenia Mata,Commissioner,"Veterans' Services, Department of",DVS,,,,,,1 Centre St.,New York,NY,10007,City,,governance dataset,James W. Hendon
David Womack,Chief Executive Officer,"Water Finance Authority, NYC Municipal",,,(212) 788-5872,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Nameca Sharma,Assistant Comptroller,"Water Finance Authority, NYC Municipal",,,(212) 788-6016,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Raymond Lee,Comptroller,"Water Finance Authority, NYC Municipal",,,(212) 788-6041,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Sanna Wong-Chen,Deputy Executive Director,"Water Finance Authority, NYC Municipal",,,(212) 788-5896,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Alan Cheng,First Deputy Commissioner,Youth and Community Development,DYCD,,(646) 343-6810,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Mark Zustovich,Chief Public Information Officer,Youth and Community Development,DYCD,,(646) 343-6740,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Erica Caraway,"Deputy Commissioner, Human Capital",Youth and Community Development,DYCD,Administration,(646) 343-6712,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Jeremy Halbridge,"Deputy Commissioner, Administration",Youth and Community Development,DYCD,Administration,(646) 343-6730,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Mike Bobbitt,"Deputy Commissioner, Community Development",Youth and Community Development,DYCD,Community Development,(646) 343-6450,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Valerie Mulligan,"Deputy Commissioner, Workforce",Youth and Community Development,DYCD,Workforce,(646) 343-6620,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Susan Haskell,"Deputy Commissioner, Youth Services",Youth and Community Development,DYCD,Youth Services,(646) 343-6410,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Ebony Young,Deputy Borough President,Borough President - Queens,,,(718) 286-2891,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Jonathan Imperial,Assistant to the Deputy Borough President,Borough President - Queens,,,(718) 286-2890,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
John Bittner,"Director, Operations",Borough President - Queens,,Units,(718) 286-2664,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Omar Trabal,Director of Information Technology,Borough President - Queens,,Units,(718) 286-2971,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Vanessa Ordonez,"Director, Immigrant Affairs",Borough President - Queens,,Units,(718) 286-2942,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Lisa Atkins,"Director, Housing",Borough President - Queens,,Units,(718) 286-2860,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Katherine Damiani-Brezler,"Director, Special Advisor for Strategic Initiatives",Borough President - Queens,,Units,(718) 286-2784,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Leticia Hoyte,Assistant to the Chief of Staff,Borough President - Queens,,,(718) 286-2872,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Katherine Zapata,"Director, Education",Borough President - Queens,,Units,(718) 286-2627,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Susie Tanenbaum,"Director, Nonprofit Opportunities",Borough President - Queens,,Units,(718) 286-2741,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Victoria Garvey,"Director, Planning & Development",Borough President - Queens,,Units,(718) 286-2860,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Elaine Cheung,Chief of Staff - Operations,Borough President - Manhattan,,,(212) 669-7085,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Mohammed Sadiq,"Director, Topography",Borough President - Queens,,Units,(718) 286-2930,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Chris Barca,"Director, Communications",Borough President - Queens,,,(718) 286-2641,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
"Donovan Richards, Jr.",President of the Borough,Borough President - Queens,,,,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Susanne Marchetti,"Director, Personnel",Borough President - Queens,,Units,(718) 286-2665,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Phil Ballman,"Director, Cultural Affairs & Tourism",Borough President - Queens,,Units,(718) 286-2677,,,,120-55 Queens Blvd.,Kew Gardens,NY,11424,City,,Green Book,
Erik Cuello,"Director, Community Affairs",Borough President - Manhattan,,,(212) 669-4814,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
John Raine R.A.,Borough Commissioner,Buildings,DOB,Development & Technical Affairs > Manhattan Borough Office,(212) 393-2019,,(212) 393-2614,,280 Broadway,New York,NY,10007,City,,Green Book,
"Jason K. Graham, MD",Chief Medical Examiner,"Medical Examiner, Office of Chief",OCME,,(212) 447-2321,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
LeRoy C. McGinnis,Executive Director,NYC Fire Pension Fund,,,(929) 436-0099,,,,1 Battery Park Plaza,New York,NY,10004,City,,Green Book,
Sarahn OUhuru,Assistant Commissioner of Human Resources and Labor Relations,"Medical Examiner, Office of Chief",OCME,,(212) 323-1439,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
Yvonne D. Williams,Deputy Commissioner of Administration and Finance/Chief Performance Officer,"Medical Examiner, Office of Chief",OCME,,(212) 323-1726,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
Qiana Smith-Williams,Chief,"Law Department, Office of the Corporation Counsel",LAW,Special Federal Litigation,(212) 356-3500,,,,100 Church St.,New York,NY,10007,City,,Green Book,
"Terra Cederroth, MD",Deputy Chief Medical Examiner - Manhattan,"Medical Examiner, Office of Chief",OCME,,(212) 447-2053,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
"Andrea Coleman, MD",Deputy Chief Medical Examiner - Brooklyn,"Medical Examiner, Office of Chief",OCME,,(718) 804-8055,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
(vacant),Acting Deputy General Counsel,"Correction, Department of",DOC,Office of the General Counsel/Deputy Commissioner of Legal Affairs,(718) 546-0949,,,,75-20 Astoria Blvd.,East Elmhurst,NY,11370,City,yes,Green Book,
(vacant),"Assistant Commissioner, Public Information","Correction, Department of",DOC,Office of Public Information,(718) 546-0946,,,,75-20 Astoria Blvd.,East Elmhurst,NY,11370,City,yes,Green Book,
(vacant),"Deputy Commissioner, Human Resources","Correction, Department of",DOC,Human Resources Division,(718) 546-3109,,,,75-20 Astoria Blvd.,East Elmhurst,NY,11370,City,yes,Green Book,
